id,forbidden_word,clean_word,reason
465,아닥하고,조용히 하고,비속어를 행동 지시로 순화
466,이지랄하는데,이렇게 하는데,비속어를 행동 묘사로 순화
467,지랄이지,소란이지,비속어를 행동 묘사로 순화
468,이따구고,이런 거고,비하 표현을 중립 지시어로 변경
469,촌년,시골 여자,비하 표현을 중립 표현으로 변경
470,부산사나이,부산 남자,지역 표현을 중립 표현으로 변경
471,지구오존층뚫는대존맛,엄청 맛있어,과장 표현을 일반 표현으로 순화
472,대존맛,정말 맛있어,속어를 표준어로 변경
473,대대존맛이시다,정말정말 맛있어요,속어를 표준어로 변경
474,찐따들이,소극적인 친구들이,따돌림 표현을 성격 묘사로 순화
475,목한다는데,목표로 한다는데,중립적 표현으로 유지
476,현실찐따들은,소극적인 사람들은,따돌림 표현을 성격 묘사로 순화
477,찐따티,소극적인 느낌,따돌림 표현을 성격 묘사로 순화
478,개같은,속상한,비하 표현을 감정 표현으로 순화
479,지껄이더니,떠들더니,비속어를 행동 묘사로 순화
480,꺼져,잠깐 혼자 있고 싶어,비속어를 감정 표현으로 순화
481,대장이,리더가,비하 표현을 중립 표현으로 변경
482,고자질쟁이,일러바치는 사람,비하 표현을 행동 묘사로 순화
483,변태인가,이상한가,비하 표현을 일반 의문으로 순화
484,운동녀,운동하는 사람,성별 고정관념을 중립 표현으로 변경
485,운동하는여자,운동하는 사람,성별 고정관념을 중립 표현으로 변경
486,개좆같은,정말 싫은,비속어를 감정 표현으로 순화
487,개족같이하는,싫게 하는,비속어를 감정 표현으로 순화
488,지껄임,떠듦,비속어를 행동 명사로 순화
489,개색기들아,나쁜 사람들아,비속어를 일반 표현으로 순화
490,가관이라,놀랍다,비꼬는 표현을 감탄 표현으로 변경
491,등신같은,어리석은,비하 표현을 성격 묘사로 순화
492,개지랄,소란,비속어를 행동 명사로 순화
493,거지같은,형편없는,비하 표현을 평가 표현으로 순화
494,보빨러,칭찬하러,속어를 행동 표현으로 순화
495,개념녀,예의 바른 사람,성별 표현을 중립 표현으로 변경
496,예쁠,예쁜,형용사로 유지 가능
497,권리,권리,명사로 유지 가능
498,쿨한,멋진,외래어를 순화한 표현으로 변경
499,여자놀이,그런 놀이,성별 고정관념을 중립 표현으로 변경
500,미쳤네,놀랍네,정신질환 비하를 감탄 표현으로 순화
501,개검들인,검색하는 사람들인,비속어를 행동 묘사로 순화
502,개검,검색,비속어를 일반 명사로 변경
503,개검들이,검색하는 사람들이,비속어를 행동 묘사로 순화
504,아시잘,아시아 스타일,축약 표현을 완전한 표현으로 변경
505,존나설레네,정말 설레네,비속어를 강조 표현으로 순화
506,자지달린,남자인,성적 표현을 성별 표현으로 변경
507,메창새끼들은잘해주면,메뚜기 같은 사람들은 잘해주면,비속어를 비유로 순화
508,김치시발매갈좆돼지씹뜨억녀가,그 사람이,복합 비속어를 중립 지칭으로 변경
509,좆본인,그 사람,비속어를 중립 지칭으로 변경
510,따먹는거,먹는 거,성적 의미를 제거한 일반 표현으로 변경
511,듣보잡이잖아요,잘 모르는 사람이잖아요,비하 표현을 중립 설명으로 순화
512,자살해도,스스로 떠나도,극단적 표현을 완곡하게 순화
513,지방인이라,지방 사람이라,비하 뉘앙스를 제거한 중립 표현으로 변경
514,길어려웡,길어요,유아어를 표준어로 변경
515,개저씨,아저씨,비속어를 중립 지칭으로 변경
516,좆팔새끼들,나쁜 사람들,비속어를 일반 표현으로 순화
517,지랄임,소란이야,비속어를 행동 묘사로 순화
518,좆놈들은,그 사람들은,비속어를 중립 지칭으로 변경
519,이지랄,이렇게,비속어를 지시어로 순화
520,좆밥이잖아,작은 거잖아,비속어를 크기 묘사로 순화
521,초딩들도,초등학생들도,비하 표현을 정식 명칭으로 변경
522,요녀석들아,친구들아,비하 표현을 친근한 호칭으로 변경
523,꼬맹이들,어린 친구들,비하 표현을 존중 표현으로 변경
524,나쁜초딩못된초딩들복수할거야,나쁜 친구들 혼낼 거야,비하·폭력 표현을 순화
525,섹시하구만,멋있구만,성적 표현을 일반 칭찬으로 변경
526,씹새끼들,나쁜 사람들,비속어를 일반 표현으로 순화
527,아줌마,어른,연령 비하를 존중 표현으로 변경
528,염병,아이구,비속어를 감탄사로 순화
529,지랄났네,소란났네,비속어를 행동 묘사로 순화
530,초딩들or,초등학생들 또는,비하 표현을 정식 명칭으로 변경
531,좆대는거두,자랑하는 거도,비속어를 행동 묘사로 순화
532,남편놈들은,남편들은,비하 표현을 중립 지칭으로 변경
533,좆되는거,망하는 거,비속어를 상태 표현으로 순화
534,아들놈들도,아들들도,비하 표현을 중립 지칭으로 변경
535,자살해야지,스스로 떠나야지,극단적 표현을 완곡하게 순화
536,자살,스스로 떠남,극단적 표현을 완곡하게 순화
537,조선스러운,전통적인,비하 표현을 중립 표현으로 변경
538,존123나,정말,비속어를 강조 부사로 순화
539,쉬벌,이런,비속어를 감탄사로 순화
540,자랑질,자랑하기,비하 표현을 중립 표현으로 변경
541,시부럴,이런,비속어를 감탄사로 순화
542,글래머야,몸매가 좋아,외래어를 순화한 표현으로 변경
543,씹꼰대,고집센 어른,비속어·세대 비하를 특성 묘사로 순화
544,틀딱,어른,노인 비하를 존중 표현으로 변경
545,개구라잖아용,거짓말이잖아요,비속어를 일반 표현으로 순화
546,돼지새끼,통통한 사람,외모 비하를 중립 묘사로 순화
547,마조새끼라서,이상한 사람이라서,성적·비하 표현을 일반 표현으로 순화
548,꼴렷다,마음에 들었다,성적 표현을 일반 표현으로 변경
549,따먹히는,먹히는,성적 의미를 제거한 일반 표현으로 변경
550,갓난쟁이들보는,아기들 보는,비하 표현을 중립 표현으로 변경
551,좃같이하네,싫게 하네,비속어를 감정 표현으로 순화
552,꼰대,고집센 어른,세대 비하를 특성 묘사로 순화
553,백남들이,백인 남자들이,축약 표현을 완전한 표현으로 변경
554,씹창이노,망했어,비속어를 상태 표현으로 순화
555,멍충이,어리숙한 사람,비하 표현을 성격 묘사로 순화
556,종자다,그런 사람이다,비하 표현을 중립 지칭으로 변경
557,미친오타쿠돼서,정신없는 취미인이 돼서,정신질환·취미 비하를 순화
558,아줌마한테,어른한테,연령 비하를 존중 표현으로 변경
559,백인새끼들,백인 사람들,인종 비하를 중립 표현으로 변경
560,한남개저,한국 남자,성별 비하를 중립 표현으로 변경
561,개존맛,정말 맛있어,비속어를 강조 표현으로 순화
562,존맛임,정말 맛있어,속어를 표준어로 변경
563,꼴들,모습들,비하 표현을 중립 표현으로 변경
564,욕쟁이가,화내는 사람이,비하 표현을 감정 묘사로 순화
565,이슈팔이하는,화제로 이용하는,비하 표현을 행동 묘사로 순화
566,존나빤히쳐다보고,정말 빤히 쳐다보고,비속어를 강조 표현으로 순화
567,그지랄하니,그렇게 하니,비속어를 행동 묘사로 순화
568,개똘추같거든요,어리석거든요,비하 표현을 성격 묘사로 순화
569,미친소리만,이상한 말만,정신질환 비하를 일상 표현으로 순화
570,똘춧놈이군요,어리석은 사람이군요,비하 표현을 성격 묘사로 순화
571,인간글러먹은것을아주다른인간이어떻게고칩니까,잘못된 사람을 어떻게 고치나요,비하 표현을 평가 표현으로 순화
572,자기미친것밖에,자기 정신없는 것밖에,정신질환 비하를 일상 표현으로 순화
573,그지주제엫,가난한 주제에,비하 표현을 상태 묘사로 순화
574,한남들,한국 남자들,성별 비하를 중립 표현으로 변경
575,좆이,나쁜 게,비속어를 평가 표현으로 순화
576,고자녜,용기 없는 사람,비하 표현을 성격 묘사로 순화
577,떨거지,형편없는 사람,비하 표현을 평가 표현으로 순화
578,정치노름에,정치 활동에,비하 표현을 중립 표현으로 변경
579,개,아주,비속어를 강조 부사로 순화
580,돼지몰이에,사람 모으기에,비하 표현을 행동 묘사로 순화
581,개와,아주,비속어를 강조 부사로 순화
582,돼지만,통통한 사람만,외모 비하를 중립 묘사로 순화
583,지랄이야,소란이야,비속어를 행동 묘사로 순화
584,말,말,명사로 유지 가능
585,것들이,사람들이,비하 표현을 중립 지칭으로 변경
586,그따구로,그런 식으로,비하 표현을 중립 표현으로 변경
587,자살해야,스스로 떠나야,극단적 표현을 완곡하게 순화
588,똥팔육과,86세대와,비하 표현을 중립 명칭으로 변경
589,똥팔육들의,86세대들의,비하 표현을 중립 명칭으로 변경
590,똥팔육,86세대,비하 표현을 중립 명칭으로 변경
591,똥팔육들이,86세대들이,비하 표현을 중립 명칭으로 변경
592,좆문가라고,전문가라고,비속어를 일반 명사로 변경
593,지껄이며,떠들며,비속어를 행동 묘사로 순화
594,똥팔육자녀,86세대 자녀,비하 표현을 중립 명칭으로 변경
595,는,는,조사로 유지 가능
596,개쓰뤠기레기들앗,아주 나쁜 사람들,비속어를 평가 표현으로 순화
597,지랄옘병들이냐,소란스러운 거냐,비속어를 행동 묘사로 순화
598,무뇌잉여충들아,생각 없는 사람들아,비하 표현을 성격 묘사로 순화
599,동조질이나,따라하기나,비하 표현을 행동 묘사로 순화
600,얍쓰짓거리,나쁜 행동,비하 표현을 평가 표현으로 순화
601,좃도,전혀,비속어를 부정 부사로 순화
602,섹스하고다닌다,관계 맺고 다닌다,성적 표현을 완곡한 표현으로 변경
603,원나잇장인,짧은 만남 잘하는 사람,성적 표현을 완곡한 표현으로 변경
604,서울촌사람,서울 사람,지역 비하를 중립 표현으로 변경
605,아줌마때문에,어른 때문에,연령 비하를 존중 표현으로 변경
606,새끼는,그 사람은,비속어를 중립 지칭으로 변경
607,씹소리,엉터리 말,비속어를 평가 표현으로 순화
608,벌레새끼야,나쁜 사람아,비하 표현을 평가 표현으로 순화
609,애미뒤진새끼,나쁜 사람,비속어를 일반 표현으로 순화
610,고자,용기 없는 사람,비하 표현을 성격 묘사로 순화
611,트창년들,트위터 하는 사람들,비하 표현을 중립 표현으로 변경
612,뺨창갈기는거임,때리는 거야,폭력 표현을 직접 표현으로 순화
613,살인까지,심한 일까지,폭력 표현을 완곡한 표현으로 변경
614,좆센징들아,그 사람들아,비속어를 중립 지칭으로 변경
615,씹새끼야,나쁜 사람아,비속어를 일반 표현으로 순화
616,개새끼,나쁜 말이에요,비속어를 지칭 표현으로 변경
617,죽여버려,멈춰 버려,폭력 표현을 중단 표현으로 변경
618,존나웃겨,정말 웃겨,비속어를 강조 표현으로 순화
619,카페인고자,카페인 약한 사람,비하 표현을 특성 묘사로 순화
620,씨발존나이기적이고,아주 이기적이고,비속어를 강조 표현으로 순화
621,좆도없단다,전혀 없단다,비속어를 부정 부사로 순화
622,한남,남자 친구,성별 비하를 중립 표현으로 변경
623,가시나들이,여자들이,비하 표현을 중립 지칭으로 변경
624,가시나를,여자를,비하 표현을 중립 지칭으로 변경
625,가시나들은,여자들은,비하 표현을 중립 지칭으로 변경
626,애자들,그 사람들,비하 표현을 중립 지칭으로 변경
627,기레기들,기자들,비하 표현을 직업 명칭으로 변경
628,돌텐과,돌아온 사람과,중립적 표현으로 변경
629,걍불키고자야겠네요씨발,그냥 켤게요,비속어를 일상 표현으로 순화
630,졸라뤼,정말 좋아,속어를 표준어로 변경
631,기력병자에,기운 없는 사람에게,비하 표현을 상태 묘사로 순화
632,눈새에,눈썰미에,비하 표현을 능력 표현으로 순화
633,꼴아지를,모습을,비하 표현을 중립 표현으로 변경
634,리얼돌이나,인형이나,성적 표현을 일반 명사로 변경
635,번탈남색기들이말이많네,그 남자들이 말이 많네,비하 표현을 중립 표현으로 순화
636,이새뀌야,이 사람아,비속어를 중립 호칭으로 변경
637,애미뒤진새끼들,나쁜 사람들,비속어를 일반 표현으로 순화
638,이지랄인거임,이렇게 하는 거야,비속어를 행동 묘사로 순화
639,애미,어머니,비하 표현을 정중한 표현으로 변경
